ID,StartTime,Duration_ns,ConnDuration_ns,DialDuration_ns,DNSDuration_ns,RequestDuration_ns,Status,StatusCode,Error
apisix,2024-03-04T09:58:14Z,23138333,1499583,108708,673708,97375,200 OK,200,
apisix,2024-03-04T09:58:14Z,199780083,1287000,128708,658834,85334,200 OK,200,
apisix,2024-03-04T09:58:14Z,214713667,1412458,132750,634083,75084,200 OK,200,
apisix,2024-03-04T09:58:14Z,239088667,1823625,306250,690917,35000,200 OK,200,
apisix-decoupled,2024-03-04T09:58:14Z,225354625,752208,118833,608375,33708,200 OK,200,
kong,2024-03-04T09:58:14Z,8773875,653541,102792,514416,41708,200 OK,200,
upstream,2024-03-04T09:58:14Z,1188125,432833,93875,310792,55791,200 OK,200,
apisix-decoupled,2024-03-04T09:58:14Z,67493084,487542,86375,364209,38750,200 OK,200,
kong,2024-03-04T09:58:14Z,2880875,459417,141334,274541,55500,200 OK,200,
upstream,2024-03-04T09:58:14Z,1523208,365666,118875,200875,58209,200 OK,200,
apisix-decoupled,2024-03-04T09:58:14Z,51564042,419500,79291,290125,35458,200 OK,200,
kong,2024-03-04T09:58:14Z,2249166,301250,54000,220542,32875,200 OK,200,
upstream,2024-03-04T09:58:14Z,1019667,298792,91667,183750,33542,200 OK,200,
apisix,2024-03-04T09:58:14Z,43381750,324458,67500,221875,54625,200 OK,200,
apisix-decoupled,2024-03-04T09:58:14Z,167345292,991334,131875,736833,88292,200 OK,200,
kong,2024-03-04T09:58:14Z,3313958,581375,122083,405292,63000,200 OK,200,
upstream,2024-03-04T09:58:14Z,2345916,666042,407500,224292,32209,200 OK,200,
apisix,2024-03-04T09:58:14Z,179843708,282666,82500,163125,44958,200 OK,200,
apisix-decoupled,2024-03-04T09:58:14Z,143999500,1028916,602625,330417,50958,200 OK,200,
kong,2024-03-04T09:58:14Z,6289208,1970625,240042,1603667,263583,200 OK,200,
upstream,2024-03-04T09:58:14Z,2128417,553750,119000,381292,48791,200 OK,200,
apisix,2024-03-04T09:58:14Z,261251750,613541,232875,342458,50041,200 OK,200,
apisix,2024-03-04T09:58:14Z,192728875,238166,67792,143459,45792,200 OK,200,
apisix,2024-03-04T09:58:14Z,90142708,3222166,339042,2847125,28083,200 OK,200,
apisix-decoupled,2024-03-04T09:58:14Z,73004084,863750,265708,519750,66083,200 OK,200,
kong,2024-03-04T09:58:14Z,7980042,648584,95625,474208,53541,200 OK,200,
upstream,2024-03-04T09:58:14Z,1504083,1001542,358541,519125,89834,200 OK,200,
apisix-decoupled,2024-03-04T09:58:14Z,203053250,1401000,722542,575458,83917,200 OK,200,
kong,2024-03-04T09:58:14Z,2863917,654667,119083,502000,204792,200 OK,200,
upstream,2024-03-04T09:58:14Z,2127875,598208,153833,407084,144667,200 OK,200,
apisix,2024-03-04T09:58:14Z,12566083,1523625,250958,1193542,97292,200 OK,200,
apisix-decoupled,2024-03-04T09:58:14Z,175840083,727250,86125,590000,53292,200 OK,200,
kong,2024-03-04T09:58:14Z,3224208,425583,92875,273833,53333,200 OK,200,
upstream,2024-03-04T09:58:14Z,698042,330000,117541,171792,43709,200 OK,200,
apisix-decoupled,2024-03-04T09:58:14Z,154010292,1820250,123583,1249125,90416,200 OK,200,
kong,2024-03-04T09:58:14Z,1323875,425542,82500,314708,48375,200 OK,200,
upstream,2024-03-04T09:58:14Z,554833,313333,81541,215959,21041,200 OK,200,
apisix-decoupled,2024-03-04T09:58:14Z,52264333,373083,71708,275333,27208,200 OK,200,
kong,2024-03-04T09:58:14Z,1110375,358709,95208,246416,24291,200 OK,200,
upstream,2024-03-04T09:58:14Z,693375,498000,98917,365084,26667,200 OK,200,
apisix,2024-03-04T09:58:14Z,7170584,434417,77583,315500,43959,200 OK,200,
apisix-decoupled,2024-03-04T09:58:14Z,31323833,894000,170584,695584,25000,200 OK,200,
kong,2024-03-04T09:58:14Z,1599333,455750,112083,303500,40250,200 OK,200,
upstream,2024-03-04T09:58:14Z,563000,409875,82250,293667,33250,200 OK,200,
apisix,2024-03-04T09:58:14Z,127243500,727084,527916,159708,41625,200 OK,200,
apisix,2024-03-04T09:58:14Z,154265584,430500,167625,187708,78750,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,6486750,1681792,92917,731417,369959,200 OK,200,
kong,2024-03-04T09:58:15Z,2065875,488291,137500,306709,54875,200 OK,200,
upstream,2024-03-04T09:58:15Z,2283958,729458,414292,196042,150041,200 OK,200,
apisix,2024-03-04T09:58:14Z,75997167,328334,87958,218250,40708,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,6687125,1258250,340417,794666,46083,200 OK,200,
kong,2024-03-04T09:58:15Z,1612834,502125,123667,338041,42334,200 OK,200,
upstream,2024-03-04T09:58:15Z,611000,364250,61542,260792,41667,200 OK,200,
apisix,2024-03-04T09:58:15Z,8248750,681000,375167,283042,25958,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,35286375,367125,94792,225791,52167,200 OK,200,
kong,2024-03-04T09:58:15Z,1295916,547458,75667,435875,50167,200 OK,200,
upstream,2024-03-04T09:58:15Z,652542,381625,180583,158667,96792,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,12842166,633125,134750,469625,77042,200 OK,200,
kong,2024-03-04T09:58:15Z,1180417,358875,82541,244708,41417,200 OK,200,
upstream,2024-03-04T09:58:15Z,919709,465250,67458,382083,29250,200 OK,200,
apisix,2024-03-04T09:58:15Z,15764667,479750,101292,352750,31500,200 OK,200,
apisix,2024-03-04T09:58:14Z,164586916,307958,91833,191375,31000,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,117391459,306250,113125,167041,31833,200 OK,200,
kong,2024-03-04T09:58:15Z,2940125,1072750,199041,733375,115333,200 OK,200,
upstream,2024-03-04T09:58:15Z,1361958,797333,157792,559875,36708,200 OK,200,
apisix,2024-03-04T09:58:15Z,16551792,677417,161167,410667,107541,200 OK,200,
apisix,2024-03-04T09:58:15Z,186843959,945709,128958,737208,36458,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,149811042,297875,97416,176667,35834,200 OK,200,
kong,2024-03-04T09:58:15Z,2246417,879542,456750,396417,25416,200 OK,200,
upstream,2024-03-04T09:58:15Z,1404959,548917,151709,369333,31000,200 OK,200,
apisix,2024-03-04T09:58:15Z,6061209,624416,95042,507417,19625,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,19456375,231250,165708,12166,61000,200 OK,200,
kong,2024-03-04T09:58:15Z,1704833,363292,52042,283250,19041,200 OK,200,
upstream,2024-03-04T09:58:15Z,589500,361292,83000,253375,36250,200 OK,200,
apisix,2024-03-04T09:58:15Z,175154875,348750,117166,194208,28666,200 OK,200,
apisix,2024-03-04T09:58:15Z,8087583,336084,68875,215584,21209,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,6211375,378625,89209,267250,21667,200 OK,200,
kong,2024-03-04T09:58:15Z,1826583,658292,254500,295084,34042,200 OK,200,
upstream,2024-03-04T09:58:15Z,1302375,636292,73209,538083,26000,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,38637250,523041,100833,388250,41459,200 OK,200,
kong,2024-03-04T09:58:15Z,2090542,1095750,107125,960500,41500,200 OK,200,
upstream,2024-03-04T09:58:15Z,692042,514000,49084,443000,27667,200 OK,200,
apisix,2024-03-04T09:58:15Z,5138333,335250,94000,225458,25542,200 OK,200,
apisix,2024-03-04T09:58:15Z,9902166,3671792,47708,3589292,28125,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,5906292,1685417,79125,1465792,197917,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,5092542,338333,84167,223667,43916,200 OK,200,
kong,2024-03-04T09:58:15Z,3607334,972083,333667,604417,41166,200 OK,200,
upstream,2024-03-04T09:58:15Z,2248750,428083,81208,290958,32708,200 OK,200,
apisix,2024-03-04T09:58:15Z,12491708,1265166,212625,879666,45417,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,4476959,527208,125208,360375,28750,200 OK,200,
kong,2024-03-04T09:58:15Z,1509625,571292,111000,424042,38791,200 OK,200,
upstream,2024-03-04T09:58:15Z,1036375,376125,74333,282750,21250,200 OK,200,
apisix,2024-03-04T09:58:15Z,11395500,421625,108625,282333,26625,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,13372416,471667,115416,324208,19375,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,86733875,486750,95209,319000,40000,200 OK,200,
kong,2024-03-04T09:58:15Z,1423791,399042,115041,247042,22000,200 OK,200,
upstream,2024-03-04T09:58:15Z,534292,381750,81208,287500,11875,200 OK,200,
kong,2024-03-04T09:58:15Z,66350625,2988917,2633167,309000,21333,200 OK,200,
apisix,2024-03-04T09:58:15Z,15061417,430208,57875,357709,9875,200 OK,200,
upstream,2024-03-04T09:58:15Z,773541,465083,70583,353417,15875,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,9337041,419250,117708,276541,21375,200 OK,200,
apisix,2024-03-04T09:58:15Z,10058583,371375,98000,230792,14250,200 OK,200,
kong,2024-03-04T09:58:15Z,2785375,853708,227166,591667,76125,200 OK,200,
upstream,2024-03-04T09:58:15Z,1096667,761250,170333,551917,21958,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,107919250,461042,63667,377958,21875,200 OK,200,
kong,2024-03-04T09:58:15Z,3303584,1102959,311750,694875,78833,200 OK,200,
upstream,2024-03-04T09:58:15Z,2338084,1006916,207958,723667,17625,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,13720500,864417,84000,740875,19625,200 OK,200,
kong,2024-03-04T09:58:15Z,1580708,686166,156834,470208,28041,200 OK,200,
upstream,2024-03-04T09:58:15Z,1290125,345417,101875,225208,11459,200 OK,200,
apisix,2024-03-04T09:58:15Z,20174625,663542,202458,430334,43625,200 OK,200,
apisix,2024-03-04T09:58:15Z,13790292,404208,147541,237375,21541,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,6668875,529833,165208,342167,20583,200 OK,200,
apisix,2024-03-04T09:58:15Z,13620708,262875,95291,149417,16958,200 OK,200,
kong,2024-03-04T09:58:15Z,1422667,482166,81459,372208,27041,200 OK,200,
upstream,2024-03-04T09:58:15Z,765500,597000,74083,508500,13458,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,7265000,442916,60500,328875,58333,200 OK,200,
kong,2024-03-04T09:58:15Z,61136166,487708,179125,281042,24667,200 OK,200,
kong,2024-03-04T09:58:15Z,1696625,523750,60875,441792,16417,200 OK,200,
upstream,2024-03-04T09:58:15Z,1709750,1033667,585250,421667,28666,200 OK,200,
upstream,2024-03-04T09:58:15Z,1388709,470916,301333,125708,41708,200 OK,200,
apisix,2024-03-04T09:58:15Z,6171708,475833,43291,393959,39125,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,10197083,1998750,128541,1848834,20833,200 OK,200,
kong,2024-03-04T09:58:15Z,1672291,648625,153541,449125,75666,200 OK,200,
upstream,2024-03-04T09:58:15Z,1082667,972875,47666,902875,21125,200 OK,200,
apisix,2024-03-04T09:58:15Z,9187792,735875,317125,389958,26708,200 OK,200,
apisix,2024-03-04T09:58:15Z,8579625,672250,338875,303292,19208,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,15110834,326292,55083,260917,9125,200 OK,200,
apisix,2024-03-04T09:58:15Z,10511542,401375,59000,316750,24417,200 OK,200,
kong,2024-03-04T09:58:15Z,2007791,669541,76834,567708,27000,200 OK,200,
upstream,2024-03-04T09:58:15Z,4929125,3835541,55167,3752417,16709,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,16025708,245834,81792,149917,9250,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,9468458,278666,67334,186334,11292,200 OK,200,
kong,2024-03-04T09:58:15Z,2288750,614708,64833,518750,22666,200 OK,200,
upstream,2024-03-04T09:58:15Z,532750,288875,41416,230417,12500,200 OK,200,
kong,2024-03-04T09:58:15Z,2815959,209166,39750,151583,12667,200 OK,200,
upstream,2024-03-04T09:58:15Z,2014750,582667,93416,460625,22375,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,25002458,256958,65250,149833,106000,200 OK,200,
kong,2024-03-04T09:58:15Z,2083292,306541,53708,235041,11834,200 OK,200,
upstream,2024-03-04T09:58:15Z,1161375,841833,70416,737167,26625,200 OK,200,
apisix,2024-03-04T09:58:15Z,14527041,617083,96917,464250,99334,200 OK,200,
apisix,2024-03-04T09:58:15Z,10504042,199084,47708,134458,15291,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,7045750,149000,83458,50583,21500,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,8690000,833750,520083,272333,75667,200 OK,200,
kong,2024-03-04T09:58:15Z,2498625,416125,100500,280542,21208,200 OK,200,
upstream,2024-03-04T09:58:15Z,479792,261542,70292,166708,27791,200 OK,200,
apisix,2024-03-04T09:58:15Z,12574458,496791,48125,431584,16666,200 OK,200,
kong,2024-03-04T09:58:15Z,4832250,1088500,110917,948917,15416,200 OK,200,
upstream,2024-03-04T09:58:15Z,465334,270625,95000,161709,14875,200 OK,200,
apisix,2024-03-04T09:58:15Z,8083875,241750,56917,163208,18000,200 OK,200,
apisix,2024-03-04T09:58:15Z,5230375,277167,65750,195584,12583,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,7673667,333333,65833,224000,21375,200 OK,200,
kong,2024-03-04T09:58:15Z,5073083,229625,53334,163250,10500,200 OK,200,
upstream,2024-03-04T09:58:15Z,1005458,810667,408750,376666,14875,200 OK,200,
apisix,2024-03-04T09:58:15Z,32508458,730250,58458,628083,41250,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,7611000,350875,53833,271417,30042,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,10790334,261209,55833,174416,20917,200 OK,200,
kong,2024-03-04T09:58:15Z,2665417,461792,46208,400917,10083,200 OK,200,
upstream,2024-03-04T09:58:15Z,1279083,839750,145792,682417,8541,200 OK,200,
kong,2024-03-04T09:58:15Z,2649416,392917,41792,329458,16875,200 OK,200,
upstream,2024-03-04T09:58:15Z,1460333,892708,252625,590500,65250,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,11956916,699209,323166,354708,21834,200 OK,200,
kong,2024-03-04T09:58:15Z,1666750,269209,47750,193334,23500,200 OK,200,
upstream,2024-03-04T09:58:15Z,452875,293542,102625,174666,23708,200 OK,200,
apisix,2024-03-04T09:58:15Z,5924542,321708,111792,184417,39500,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,5623959,331500,124833,181208,18458,200 OK,200,
kong,2024-03-04T09:58:15Z,981500,324958,50875,245583,21709,200 OK,200,
upstream,2024-03-04T09:58:15Z,420000,312084,67583,219500,10750,200 OK,200,
apisix,2024-03-04T09:58:15Z,9595625,395167,137750,245375,14166,200 OK,200,
apisix,2024-03-04T09:58:15Z,38567875,372500,100166,251208,17791,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,6107917,375333,91625,258708,12958,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,4262000,327958,73542,237958,11500,200 OK,200,
kong,2024-03-04T09:58:15Z,4454583,268458,63208,156542,13541,200 OK,200,
upstream,2024-03-04T09:58:15Z,439250,263208,95167,148500,10917,200 OK,200,
kong,2024-03-04T09:58:15Z,7158084,318292,72333,225667,13209,200 OK,200,
upstream,2024-03-04T09:58:15Z,389416,248917,78042,147667,28208,200 OK,200,
apisix,2024-03-04T09:58:15Z,47644875,502000,45583,419500,35791,200 OK,200,
apisix,2024-03-04T09:58:15Z,5332000,266500,120209,124292,24875,200 OK,200,
apisix,2024-03-04T09:58:15Z,52677875,588083,86917,487875,14375,200 OK,200,
apisix,2024-03-04T09:58:15Z,11974041,231042,63833,152167,10959,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,11866417,524334,118000,387916,13500,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,5438625,453625,93292,337583,18834,200 OK,200,
kong,2024-03-04T09:58:15Z,1484459,466334,107375,338958,15208,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,6555833,400834,110083,272916,12750,200 OK,200,
upstream,2024-03-04T09:58:15Z,710791,507208,91292,388958,29750,200 OK,200,
kong,2024-03-04T09:58:15Z,1575709,297500,89000,188084,19625,200 OK,200,
upstream,2024-03-04T09:58:15Z,475916,332417,58000,254917,18000,200 OK,200,
kong,2024-03-04T09:58:15Z,1415792,323583,111208,197917,23792,200 OK,200,
upstream,2024-03-04T09:58:15Z,618041,475459,107167,351292,14583,200 OK,200,
apisix,2024-03-04T09:58:15Z,6752792,332291,92500,225542,11833,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,18856791,442125,56750,355167,24250,200 OK,200,
apisix,2024-03-04T09:58:15Z,8274834,229875,87541,127667,10250,200 OK,200,
kong,2024-03-04T09:58:15Z,970000,246917,41417,193500,12792,200 OK,200,
upstream,2024-03-04T09:58:15Z,632208,446458,86458,347791,17208,200 OK,200,
apisix,2024-03-04T09:58:15Z,8123958,265417,55875,198292,9292,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,7981459,484625,90583,371542,11792,200 OK,200,
apisix,2024-03-04T09:58:15Z,7868917,401625,60583,314042,15958,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,11628542,501250,89959,393292,19833,200 OK,200,
kong,2024-03-04T09:58:15Z,1657625,324500,79417,223375,26584,200 OK,200,
upstream,2024-03-04T09:58:15Z,793000,317625,78250,212292,21041,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,4483833,356709,164250,167583,14167,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,12232500,170083,37041,121167,48417,200 OK,200,
kong,2024-03-04T09:58:15Z,6606541,1533667,434625,1044291,241417,200 OK,200,
upstream,2024-03-04T09:58:15Z,581417,336125,81709,238250,34500,200 OK,200,
kong,2024-03-04T09:58:15Z,2730250,371291,43167,313833,19708,200 OK,200,
kong,2024-03-04T09:58:15Z,3039542,299583,124209,155917,18958,200 OK,200,
upstream,2024-03-04T09:58:15Z,592625,187291,42583,129459,18000,200 OK,200,
upstream,2024-03-04T09:58:15Z,449208,287583,72167,199375,17125,200 OK,200,
apisix,2024-03-04T09:58:15Z,5113167,245084,58708,171917,54958,200 OK,200,
apisix,2024-03-04T09:58:15Z,5796333,214917,48917,150875,19417,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,10658875,323542,68791,239958,15833,200 OK,200,
apisix,2024-03-04T09:58:15Z,14521834,219833,61708,145917,23042,200 OK,200,
kong,2024-03-04T09:58:15Z,5265708,615042,79375,447250,145000,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,12392000,360250,90792,240416,42917,200 OK,200,
apisix,2024-03-04T09:58:15Z,19099666,273958,144208,119209,29541,200 OK,200,
upstream,2024-03-04T09:58:15Z,3338041,681500,92459,539208,57417,200 OK,200,
kong,2024-03-04T09:58:15Z,2109000,516958,82375,402292,21417,200 OK,200,
upstream,2024-03-04T09:58:15Z,751375,488875,135666,315333,16750,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,11142709,263958,79000,158625,35375,200 OK,200,
kong,2024-03-04T09:58:15Z,2547250,395542,73584,298792,25292,200 OK,200,
upstream,2024-03-04T09:58:15Z,1956417,642625,34167,583459,20625,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,9211542,788167,106209,631000,23459,200 OK,200,
apisix,2024-03-04T09:58:15Z,11267625,351708,69375,264084,20209,200 OK,200,
kong,2024-03-04T09:58:15Z,4443041,982666,237166,720792,118959,200 OK,200,
apisix,2024-03-04T09:58:15Z,12270083,281542,37833,217834,35791,200 OK,200,
upstream,2024-03-04T09:58:15Z,901584,523916,68917,437334,24750,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,10671834,696292,43667,605708,11792,200 OK,200,
apisix,2024-03-04T09:58:15Z,17219250,917083,73542,824250,15667,200 OK,200,
kong,2024-03-04T09:58:15Z,2685834,1652959,71833,1514458,42500,200 OK,200,
upstream,2024-03-04T09:58:15Z,1022542,825083,60417,721458,47459,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,19282167,911625,446708,428458,61250,200 OK,200,
apisix,2024-03-04T09:58:15Z,18528541,2754833,91958,2647083,193791,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,7260875,536917,216167,276708,51208,200 OK,200,
kong,2024-03-04T09:58:15Z,1652666,365292,52459,289334,29167,200 OK,200,
upstream,2024-03-04T09:58:15Z,1282125,674542,54292,573333,19875,200 OK,200,
kong,2024-03-04T09:58:15Z,3651958,182042,37833,129583,12375,200 OK,200,
upstream,2024-03-04T09:58:15Z,1046083,567458,114209,409458,23291,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,6701625,358250,39834,299250,13750,200 OK,200,
kong,2024-03-04T09:58:15Z,1440459,544541,52083,333208,25666,200 OK,200,
upstream,2024-03-04T09:58:15Z,691334,356917,126208,185417,34666,200 OK,200,
apisix,2024-03-04T09:58:15Z,14516417,425333,127542,270458,24708,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,11047791,322166,61375,235917,30708,200 OK,200,
kong,2024-03-04T09:58:15Z,14620167,3496125,192000,2721958,795875,200 OK,200,
upstream,2024-03-04T09:58:15Z,7887291,4945209,92416,3083875,508625,200 OK,200,
apisix,2024-03-04T09:58:15Z,8918375,517958,128875,352041,47750,200 OK,200,
apisix,2024-03-04T09:58:15Z,50132792,311625,114666,182000,14458,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,5497375,738209,52875,397542,401042,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,6463042,737750,99333,345875,404541,200 OK,200,
apisix,2024-03-04T09:58:15Z,55617291,377500,50375,310375,121750,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,6111625,503875,96667,382209,33000,200 OK,200,
kong,2024-03-04T09:58:15Z,11884000,885125,60416,546708,286542,200 OK,200,
kong,2024-03-04T09:58:15Z,12856834,568125,90291,440375,24583,200 OK,200,
apisix,2024-03-04T09:58:15Z,62927208,149833,36667,96250,14625,200 OK,200,
kong,2024-03-04T09:58:15Z,8436416,495541,87334,362167,47291,200 OK,200,
upstream,2024-03-04T09:58:15Z,8623125,522708,110084,343625,31583,200 OK,200,
upstream,2024-03-04T09:58:15Z,4776917,1073875,95875,947292,39542,200 OK,200,
upstream,2024-03-04T09:58:15Z,8790875,549667,129500,381250,19458,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,10249417,604209,40250,473000,95083,200 OK,200,
kong,2024-03-04T09:58:15Z,2566334,844542,218292,553250,60750,200 OK,200,
upstream,2024-03-04T09:58:15Z,1477833,870333,128000,434292,65375,200 OK,200,
apisix,2024-03-04T09:58:15Z,7810375,236584,74000,29958,111125,200 OK,200,
apisix,2024-03-04T09:58:15Z,7310292,629125,305958,301792,20292,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,6360541,603917,170459,412417,28833,200 OK,200,
apisix,2024-03-04T09:58:15Z,15086292,249000,42083,178167,31709,200 OK,200,
kong,2024-03-04T09:58:15Z,2045667,328834,58167,241667,26292,200 OK,200,
upstream,2024-03-04T09:58:15Z,1097334,646584,59792,567833,26125,200 OK,200,
apisix,2024-03-04T09:58:15Z,19295916,597250,320833,222042,45584,200 OK,200,
apisix,2024-03-04T09:58:15Z,11699083,375833,102292,255875,19917,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,16496083,540792,60500,380708,36500,200 OK,200,
kong,2024-03-04T09:58:15Z,7370667,2744875,221167,2476625,27250,200 OK,200,
upstream,2024-03-04T09:58:15Z,1278125,877250,240083,580583,96167,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,19316000,845166,69083,760458,20291,200 OK,200,
kong,2024-03-04T09:58:15Z,5136875,1519250,295042,1184167,47500,200 OK,200,
upstream,2024-03-04T09:58:15Z,1571167,1253167,660708,488375,97917,200 OK,200,
apisix,2024-03-04T09:58:15Z,8507042,473750,58375,396292,24500,200 OK,200,
apisix,2024-03-04T09:58:15Z,6618417,328667,130208,178959,27167,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,24799209,2810792,63458,2654625,40458,200 OK,200,
kong,2024-03-04T09:58:15Z,1769875,257292,54750,181000,22750,200 OK,200,
upstream,2024-03-04T09:58:15Z,431500,280917,46875,187292,32292,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,12203416,740042,374750,309500,58333,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,7721333,667958,200000,431083,40667,200 OK,200,
apisix,2024-03-04T09:58:15Z,6773708,315625,42666,259541,24500,200 OK,200,
kong,2024-03-04T09:58:15Z,3870333,394750,51666,324750,21375,200 OK,200,
upstream,2024-03-04T09:58:15Z,1343084,843958,228417,597750,10250,200 OK,200,
kong,2024-03-04T09:58:15Z,6441792,258958,74084,164042,47167,200 OK,200,
upstream,2024-03-04T09:58:15Z,5182250,2706833,597875,1872834,1126375,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,8769166,989583,39792,912542,48667,200 OK,200,
kong,2024-03-04T09:58:15Z,2510125,186209,44416,112333,45208,200 OK,200,
upstream,2024-03-04T09:58:15Z,962167,410500,116875,259458,31375,200 OK,200,
apisix,2024-03-04T09:58:15Z,12007542,677666,104166,552125,16750,200 OK,200,
apisix,2024-03-04T09:58:15Z,7671542,580625,66917,477458,20834,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,69545959,1741208,366792,1352625,18042,200 OK,200,
kong,2024-03-04T09:58:15Z,2223417,689042,55291,589708,32666,200 OK,200,
upstream,2024-03-04T09:58:15Z,2847584,789709,328541,442958,21250,200 OK,200,
apisix,2024-03-04T09:58:15Z,14725708,2413750,109666,2239083,26250,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,15495541,842875,164750,644166,59792,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,18356084,1705291,161625,1305750,91000,200 OK,200,
kong,2024-03-04T09:58:15Z,2006083,463750,97417,332792,41583,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,7263000,354000,52500,241625,28209,200 OK,200,
upstream,2024-03-04T09:58:15Z,881917,382958,46625,312959,22917,200 OK,200,
kong,2024-03-04T09:58:15Z,3898292,584042,52250,457625,33875,200 OK,200,
apisix,2024-03-04T09:58:15Z,9660209,636666,186500,378917,77375,200 OK,200,
kong,2024-03-04T09:58:15Z,2535792,293833,48917,218750,20542,200 OK,200,
upstream,2024-03-04T09:58:15Z,2376084,849958,378875,410458,22083,200 OK,200,
upstream,2024-03-04T09:58:15Z,2157750,426625,93709,299875,90250,200 OK,200,
apisix,2024-03-04T09:58:15Z,7095250,436000,67500,345291,23916,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,14186083,558000,60084,480667,18834,200 OK,200,
apisix,2024-03-04T09:58:15Z,12028542,896250,207375,623250,25250,200 OK,200,
kong,2024-03-04T09:58:15Z,2614333,825209,79750,726292,40083,200 OK,200,
upstream,2024-03-04T09:58:15Z,1099125,644500,304750,304375,89959,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,11789708,452292,52083,365208,30541,200 OK,200,
apisix,2024-03-04T09:58:15Z,6304916,392791,58125,316875,13792,200 OK,200,
kong,2024-03-04T09:58:15Z,3636875,308667,71084,216417,25208,200 OK,200,
upstream,2024-03-04T09:58:15Z,4516958,616375,75166,488834,31417,200 OK,200,
apisix-decoupled,2024-03-04T09:58:15Z,20995750,637416,78792,523791,36292,200 OK,200,
apisix,2024-03-04T09:58:15Z,38465916,1586208,217250,1338292,47333,200 OK,200,
